writer_id,quality_label,suspect_device,number_of_surveys,number_of_sensors,number_of_gyro_records,number_of_accelerometer_records,days_in_study,build_version,device_model
a9566127-60ad-4d6e-8e8a-de365bf7eb14,limited-sensors,FALSE,33,19,2,1,34,2.9.1-WASH-May2020,"iPhone11,8"
bf56ee8b-6393-4c0d-afaf-ccfccfc4c31e,committed,FALSE,112,15189,721,724,85,1.7.6,SM-G970U
fc344598-0822-4780-ae51-0d71ea9a181f,limited-sensors,FALSE,50,24,1,1,77,2.9.1-WASH-May2020,"iPhone11,8"
1b57fa75-18dd-4dc8-bd96-09bab2644563,intermittent,FALSE,33,796,92,95,65,2.9.1-WASH-May2020,"iPhone11,8"
d3ee378c-987a-414d-a534-755117425185,intermittent,FALSE,51,335,45,46,83,2.9.1-WASH-May2020,"iPhone7,1"
e1b330c8-049f-4acd-a9aa-eee8b80d5477,committed,FALSE,116,13397,624,624,85,1.7.6,SM-G950U
67c4a09b-6b91-4e1d-8ec9-5c355da4abfc,intermittent,FALSE,123,786,103,96,71,2.9.1-WASH-May2020,"iPhone12,5"
3f1f12b3-e6ea-4344-8e80-7a9e4cbc9a65,limited-sensors,FALSE,121,44,3,3,102,2.9.1-WASH-May2020,"iPhone11,8"
596782aa-e3ff-4265-b46f-c54ddf471c70,limited-sensors,FALSE,55,81,12,12,49,2.9.1-WASH-May2020,"iPhone8,1"
b71bbe92-3fc3-4a52-ab04-d6de16ff143e,committed,FALSE,92,14382,780,841,85,1.7.6,Pixel 2 XL
6e01ee92-bab9-42da-87a3-a18d879860cf,committed,FALSE,160,21152,1013,1018,85,1.7.6,Pixel 2 XL
0e51d947-7bfb-42fb-bcfb-8c47b67dbf8a,committed,FALSE,100,5923,267,298,86,1.7.6,moto g(7) play
16d52ee1-5059-4c53-9353-1017503ffa22,committed,FALSE,94,6945,364,365,87,1.7.6,SM-N960U
df6eea55-aa5c-400e-b61d-25bff13cf10d,sparse,FALSE,2,145,11,10,2,1.7.6,Vivo XI PLUS
6ea20672-68e5-41ad-894f-652b8e4648e5,committed,FALSE,110,38443,1696,1717,92,1.7.6,SM-G935V
cf0fb2c3-a00d-4e7c-b128-eb36b3b20ccb,limited-surveys,FALSE,2,622,24,23,3,1.7.6,SM-A505F
c8008a24-34d9-47ee-bc4e-44fa9788b1ff,intermittent,FALSE,44,339,47,46,50,2.9.1-WASH-May2020,"iPhone12,1"
cc755349-dd62-497c-94de-91e949d78497,limited-surveys,FALSE,4,934,53,51,5,1.7.6,Redmi Note 8
e9a5646e-c2df-45f8-8764-98357415686a,limited-surveys,FALSE,11,303,38,40,7,2.9.1-WASH-May2020,"iPhone12,1"
9a34f9e8-f843-404c-827f-25ecf7bfcc25,limited-surveys,FALSE,88,1042,0,263,86,1.7.6,SM-J330F
2158a218-0718-45c0-a39c-090271df200e,limited-sensors,FALSE,16,61,7,8,20,2.9.1-WASH-May2020,"iPhone12,5"
767dd8bf-08eb-4fb5-af10-a03541937f50,sparse,FALSE,0,265,0,19,76,1.7.6,N9560
0a5418c7-1b76-48c8-8c0b-64cfacec9d2b,active,FALSE,117,2962,110,110,85,1.7.6,Mi MIX 2
90b155f4-a837-4967-bc50-f1302a1c580d,active,FALSE,36,1646,278,282,81,2.9.1-WASH-May2020,"iPhone10,6"
91fe925e-1cdb-4b94-adbc-2ef8000cec29,limited-surveys,FALSE,3,602,21,24,4,1.7.6,SM-A505F
a8c2b32b-9fbb-40c5-9245-c400b1015fe5,committed,FALSE,155,31939,1448,1454,86,1.7.6,SM-G970U
bca21208-377b-426a-9790-6b894947b27c,sparse,FALSE,1,1,0,0,0,2.9.1-WASH-May2020,"iPad4,1"
b699585f-d46e-45f1-a3ca-0c64c7d1ab39,few sensors,FALSE,5,43,7,6,3,2.9.1-WASH-May2020,"iPhone8,1"
88149225-0163-417f-a7b1-521efde52d50,limited-sensors,FALSE,155,20,1,0,83,2.9.1-WASH-May2020,"iPhone10,4"
84e4d0f5-92c0-48b9-9b0a-378b4694582d,committed,FALSE,146,13061,686,685,86,1.7.6,SM-G960U
ec20b11b-ceed-4f05-9851-8d2540dd9248,intermittent,FALSE,109,609,82,78,63,2.9.1-WASH-May2020,"iPhone10,4"
c2043844-0b4d-46bf-89fa-3c2603f8d518,intermittent,FALSE,161,822,100,91,85,2.9.1-WASH-May2020,"iPhone11,8"
97246f79-0c20-4254-98da-e01e07862a01,intermittent,FALSE,88,904,120,119,82,2.9.1-WASH-May2020,"iPhone12,1"
ac849c05-756e-4c92-aa30-fe49642f3fa1,active,FALSE,73,1625,209,212,70,2.9.1-WASH-May2020,"iPhone12,1"
c6cad25a-7b2b-4a5f-8d10-aa5c6fda6fca,active,FALSE,36,36522,1466,1739,122,1.7.6,Pixel 3a
50190ff7-b1d9-4f80-b809-be591cba3fff,few sensors,FALSE,103,0,0,0,83,2.9.1-WASH-May2020,"iPhone8,1"
5d776bb3-aa0c-4a60-9612-3c3b7e6d2c58,intermittent,FALSE,21,4785,145,149,12,1.7.6,LG-G710
c25f2c46-bf23-4f03-8e49-6433eca91c1b,active,FALSE,43,2790,204,203,27,1.7.6,SM-J737T
0d271623-a9e5-4e78-8b9e-8c8ae8a7f10c,limited-surveys,FALSE,114,5419,0,778,85,1.7.6,SM-J260T1
0912d986-3a21-47c9-b569-835a07e3d78d,intermittent,FALSE,116,436,56,55,85,2.9.1-WASH-May2020,"iPhone12,1"
c12861ed-7e00-4000-9289-ece1043609e0,intermittent,FALSE,128,432,47,55,86,2.9.1-WASH-May2020,"iPhone10,1"
b4df019e-2d07-4bcb-8d73-6f025f661b4e,active,FALSE,78,2901,440,439,40,2.9.1-WASH-May2020,"iPhone11,8"
31ca1cb5-1298-42a9-ae03-cf594d408cac,committed,FALSE,62,9616,561,561,64,1.7.6,Pixel 2
52b8fc8f-e42c-41ef-b5dd-4d888d52228a,limited-surveys,FALSE,2,315,8,11,3,1.7.6,SM-A505F
4f5a5aac-137b-478a-8d18-42ff81497641,limited-surveys,FALSE,2,422,15,17,3,1.7.6,SM-A505F
393d096b-5dd2-41e9-95dd-df43406fa1b5,limited-surveys,FALSE,2,315,9,9,3,1.7.6,SM-A505F
3138dc7b-2f83-424d-94be-44106d504e86,limited-surveys,FALSE,3,1822,101,103,3,1.7.6,SM-A505F
222098be-59d6-4de3-8127-33eae9ef4234,limited-sensors,FALSE,85,44,4,4,55,2.9.1-WASH-May2020,"iPhone11,2"
796906f8-8548-43c7-8b9f-e7d7cd7484e5,sparse,FALSE,0,246,10,7,3,1.7.6,SM-A505F
470651aa-9a01-49ed-a602-044faa3360ce,limited-surveys,FALSE,2,373,16,16,3,1.7.6,SM-A505F
e3695da8-de47-482a-a156-f628f59707bf,committed,FALSE,53,8118,309,313,99,1.7.6,SM-N950U
d87a0384-756c-400c-8773-ccdeda30943a,limited-sensors,FALSE,72,25,1,1,65,1.7.6,SM-G973U
40ce61bb-2f59-4156-8cee-483f68d0df00,active,FALSE,125,1861,229,226,79,2.9.1-WASH-May2020,"iPhone8,1"
3cbddc72-2ac2-4373-80d3-c11494d040e5,limited-sensors,FALSE,69,67,7,8,66,2.9.1-WASH-May2020,"iPhone11,6"
2e68f1dc-7a42-4f6e-af03-f6df9255eb01,committed,FALSE,155,9294,343,340,85,1.7.6,SM-G950U
f37fed02-02fb-47d7-b203-0ce7c4f89fb7,limited-surveys,FALSE,100,269,32,29,82,2.9.1-WASH-May2020,"iPhone11,8"
437932aa-0dba-4625-9650-a7c7ae906eff,committed,FALSE,149,25357,1130,1131,85,1.7.6,SM-G960U
48709681-8cb8-4b7c-abc6-4dbd91cf2ceb,sparse,FALSE,0,652,0,54,0,1.7.6,RC555L
3ab66af7-a1d7-424f-9d28-46b9f6c6fc36,sparse,FALSE,0,10750,0,940,24,1.7.6,RC555L
a4e06bc3-69e1-46a1-946e-32d2ff1eff93,limited-surveys,FALSE,83,355,0,94,85,1.7.6,VLE5
5d43464c-ce22-40d8-a7dc-8d49ad94c373,limited-sensors,FALSE,120,105,10,12,82,2.9.1-WASH-May2020,"iPhone10,1"
8b7dc082-5c9a-42e4-9a17-d0e8b9dc7d2e,sparse,FALSE,2,109,3,4,1,1.7.6,moto z3
3037dcc7-2d26-44b1-8c87-062a784f6a97,limited-surveys,FALSE,63,223,28,28,72,2.9.1-WASH-May2020,"iPhone11,8"
c98b80c0-9569-423c-8a1e-b6b0653169bc,sparse,FALSE,21,9,0,1,0,1.7.6,SM-A102U
9d4dfd98-d38b-46b4-a67b-d14aeeef39fe,intermittent,FALSE,33,1509,185,186,32,2.9.1-WASH-May2020,"iPhone9,1"
cdc63fbb-2052-4dfe-95d4-1816f41dd4f4,active,FALSE,47,10099,443,452,38,1.7.6,LM-Q720
a8ba88a8-4ed6-4d5b-bb19-cab0b6470142,sparse,FALSE,1,181,0,7,98,1.7.6,Z982
618dbfc0-06e0-4b3c-86f1-437cdce33ce2,sparse,FALSE,0,24,0,7,6,1.7.6,Z982
6bc648db-6d2c-41a8-b183-21327481ccaa,limited-surveys,FALSE,151,263,32,33,82,2.9.1-WASH-May2020,"iPhone11,8"
a5a0b652-ff22-4644-860d-03b96f1ee182,intermittent,FALSE,123,601,81,81,82,2.9.1-WASH-May2020,"iPhone11,2"
24dd9132-925c-456d-b209-0de7fe3cee93,intermittent,FALSE,31,3187,140,138,24,1.7.6,SM-N960U
fba832d5-63c5-4101-a7bc-5c3b28f4f1ab,limited-sensors,FALSE,137,15,0,0,81,2.9.1-WASH-May2020,"iPhone12,1"
e2420602-69f9-4643-a151-1a68a32a8904,committed,FALSE,115,15128,663,666,85,1.7.6,SM-N950U
c5a6491e-3ecc-43a4-90d2-f63fbe173ee3,few sensors,FALSE,33,6,0,0,83,2.9.1-WASH-May2020,"iPhone12,1"
1e5af3b6-d809-4e97-beae-6ce3f32de954,intermittent,FALSE,37,602,81,77,84,2.9.1-WASH-May2020,"iPhone11,8"
15f8062f-d7d1-41f8-9cc7-3778bf4c1aae,sparse,FALSE,95,34,2,2,0,1.7.6,SM-G965U
3a2802e4-e523-43fc-8263-b17a5ee518d9,limited-sensors,FALSE,124,82,8,8,82,2.9.1-WASH-May2020,"iPhone9,1"
7f872ca6-813f-448e-beaf-91539572f09a,committed,FALSE,80,13404,604,616,77,1.7.6,SM-G935V
e2a7f996-b89e-4a6f-9170-71e19a387e7e,limited-surveys,FALSE,59,254,28,27,81,2.9.1-WASH-May2020,"iPhone11,8"
46d244d2-376e-472b-bcfd-d4e5b54cf630,committed,FALSE,57,12144,543,553,77,1.7.6,LM-X420
5f96d1c3-cc30-452e-b86f-6e84422bbf19,committed,FALSE,123,27234,1235,1292,84,1.7.6,moto g(7) power
47297dfc-4689-43ce-a76a-57608c2e2520,limited-sensors,FALSE,143,107,9,11,83,2.9.1-WASH-May2020,"iPhone9,1"
65026a95-5963-4e41-b02a-fce67710db0b,intermittent,FALSE,28,487,72,75,37,2.9.1-WASH-May2020,"iPhone10,3"
3dc4beec-9a9d-4737-b03a-38868a6f2b00,active,FALSE,121,1587,208,196,84,2.9.1-WASH-May2020,"iPhone11,8"
ee5307ab-23a8-4bc6-852d-7885896e9685,limited-sensors,FALSE,116,137,16,14,83,2.9.1-WASH-May2020,"iPhone10,3"
fbee115d-6406-4eb2-bc7b-2fda9a168070,sparse,FALSE,2,2,0,0,5,2.9.1-WASH-May2020,"iPhone11,8"
e703cd9d-0f62-47bb-b972-4b433e8cc717,intermittent,FALSE,72,665,96,86,82,2.9.1-WASH-May2020,"iPhone11,6"
c8637294-15c8-4155-86cd-d508802f2a6f,limited-sensors,FALSE,81,15,0,0,81,2.9.1-WASH-May2020,"iPhone9,4"
f9e3bf8a-0b8f-490c-b999-005b3d0898fd,limited-sensors,FALSE,38,185,21,22,41,2.9.1-WASH-May2020,"iPhone9,1"
e03ce799-e119-44a6-be49-fc8d39deec5c,intermittent,FALSE,101,409,50,52,81,2.9.1-WASH-May2020,"iPhone9,2"
9764f35f-a4fb-4df1-974b-10e262d4db99,limited-surveys,FALSE,41,231,23,23,72,2.9.1-WASH-May2020,"iPhone11,6"
843203cb-5a27-4924-a81a-618c5597813f,active,FALSE,45,2252,102,102,44,1.7.6,SM-G960U1
099d2920-4d04-4029-8f26-aea25d3766a6,active,FALSE,118,1376,177,185,83,2.9.1-WASH-May2020,"iPhone12,5"
5f621e22-65ce-4c1c-aa8b-35e489cc9bfd,committed,FALSE,88,6175,331,365,85,1.7.6,moto x4
9bbac361-3b0e-42d5-9f14-87c35d7abed7,limited-sensors,FALSE,98,88,12,11,83,2.9.1-WASH-May2020,"iPhone9,3"
06f7fd73-14d2-40ad-820b-ff2294d4a8df,active,FALSE,103,1165,147,146,61,2.9.1-WASH-May2020,"iPhone12,3"
323455ae-9304-442c-b2a5-32ee83982bf8,committed,FALSE,55,7459,356,370,84,1.7.6,moto g(6) play
a7cf2245-a835-4a9a-84c7-2ae101be64cb,intermittent,FALSE,139,346,42,43,82,2.9.1-WASH-May2020,"iPhone9,1"
187746f8-9e03-4ba9-ba5b-b738be517ad9,limited-sensors,FALSE,78,34,3,3,80,2.9.1-WASH-May2020,"iPhone10,1"
aa687c20-5899-4ec6-b561-3fb78e2dcdf3,intermittent,FALSE,50,618,86,88,31,2.9.1-WASH-May2020,"iPhone11,2"
c61dc183-3b79-42ed-ae6b-83708845c425,active,FALSE,101,2641,375,364,68,2.9.1-WASH-May2020,"iPhone11,8"
51ce1c9d-8388-42ae-bd1f-65fddd832d26,limited-sensors,FALSE,149,41,3,3,85,2.9.1-WASH-May2020,"iPhone7,1"
54b1598f-17e7-4e2e-991a-b3b6b2e5e25b,intermittent,FALSE,27,488,52,54,36,2.9.1-WASH-May2020,"iPhone11,8"
cbebf451-e5fa-494b-9cc0-2fa68f62d47d,intermittent,FALSE,37,614,69,65,89,2.9.1-WASH-May2020,"iPhone11,8"
ba8893d2-f35a-4592-8a7e-8db34d0ecd8c,limited-surveys,FALSE,154,213,26,24,83,2.9.1-WASH-May2020,"iPhone9,1"
a65cfba2-ba00-4039-9dc0-f91b303f4551,sparse,FALSE,2,26,3,3,70,2.9.8-WASH-Jul2020,"iPhone11,8"
3791253d-27c8-469b-92a9-dba28018a913,active,FALSE,153,1914,257,275,82,2.9.1-WASH-May2020,"iPhone11,8"
c645cf2a-058c-48c1-80fb-7c79dca9b48c,limited-surveys,FALSE,127,226,23,25,84,2.9.1-WASH-May2020,"iPhone11,8"
ae020128-1a99-49e2-b52d-4e67bcb6c9e4,limited-surveys,FALSE,74,2961,0,733,85,1.7.8,SM-A102U
dbb92d34-3c4a-4c27-876a-6eabd474a03c,limited-surveys,FALSE,8,786,59,58,23,1.7.6,SM-J337V
718d05ce-4587-4443-8c22-ed1cf6620f17,limited-sensors,FALSE,60,14,0,0,83,2.9.1-WASH-May2020,"iPhone10,2"
ec4a9592-951e-4840-ab57-36549040d45c,intermittent,FALSE,141,974,122,122,83,2.9.1-WASH-May2020,"iPhone11,6"
aff072db-525f-4fcb-91ea-528b9dabf07d,intermittent,FALSE,55,942,136,140,63,2.9.1-WASH-May2020,"iPhone10,2"
eca6b8fd-9892-47ab-ae98-257306115ca4,intermittent,FALSE,26,3862,191,191,153,1.7.6,SM-G960U
1c883cce-29dd-4869-8462-c16c8918d57c,limited-sensors,FALSE,123,46,1,32,83,2.9.1-WASH-May2020,"iPhone10,6"
fb310715-5e84-4030-a52d-aeefc62d8ea4,limited-sensors,FALSE,141,63,7,7,83,2.9.1-WASH-May2020,"iPhone11,8"
46bdc950-1f0a-400b-a96a-818bc00b048e,limited-sensors,FALSE,133,179,22,22,83,2.9.1-WASH-May2020,"iPhone10,2"
b6601985-ef1c-4577-8856-264f0ae084bf,active,FALSE,76,1210,161,164,82,2.9.1-WASH-May2020,"iPhone8,4"
2d3dc7b2-0bb8-4a79-ada1-d5723b7f7b1c,committed,FALSE,145,46907,2406,2414,85,1.7.6,XT1635-01
7614b2a9-7c69-4c6d-bc0a-416dc349303b,limited-surveys,FALSE,2,371,14,15,3,1.7.6,SM-A505F
b5192b0f-d1e7-478d-8c85-0ec87765337a,sparse,FALSE,1,403,14,15,3,1.7.6,SM-A505F
85d88414-0564-4687-9837-d0f65f59c6c8,limited-surveys,FALSE,63,1603,0,391,67,1.7.6,SM-S102DL
c203b933-0f19-48fb-9826-d81fe81cf024,limited-surveys,FALSE,2,558,23,23,3,1.7.6,SM-A505F
93ae5aa3-58fb-419c-9c6a-6a4f81e3e7ea,limited-surveys,FALSE,3,380,14,16,3,1.7.6,SM-A505F
4360f98b-b4d5-45e3-9c67-d7101d727d3d,active,FALSE,152,1841,249,251,85,2.9.1-WASH-May2020,"iPhone10,3"
749a518b-bab3-4f2b-9783-7599e2c284cb,limited-surveys,FALSE,3,479,19,21,3,1.7.6,SM-A505F
163342ac-1cd5-4430-8f3b-9387c3ef5652,intermittent,FALSE,153,855,92,95,84,2.9.1-WASH-May2020,"iPhone10,5"
06aa840e-f9cf-4c17-a75f-379da4ffeea8,few sensors,FALSE,25,4,0,0,17,2.9.1-WASH-May2020,"iPhone12,5"
66b7e618-0653-4533-8a8e-34d86320d6c2,limited-sensors,FALSE,130,28,1,1,84,2.9.1-WASH-May2020,"iPhone11,8"
70ba6eff-c9b8-4dd4-8c37-80c1ea585c68,committed,FALSE,63,7907,331,334,83,1.7.6,SM-N976V
57587b5a-71d1-432f-81bf-70ff99fcab10,limited-surveys,FALSE,14,1741,74,77,7,1.7.6,SM-N976V
7225b5c2-ab0b-4514-b1c1-c9255a84c3a5,committed,FALSE,118,42083,1690,1705,86,1.7.6,SAM-SM-G935A
10a4033f-ab1a-475a-b9da-bfb7d85d8905,limited-surveys,FALSE,5,11475,0,1034,85,1.7.6,Moto E (4) Plus
192d91e2-cdb8-493a-a06a-de6ca50910d1,limited-surveys,FALSE,6,3965,0,634,89,1.7.6,SM-J700T1
caf0a7f2-c4cf-4ddf-9e53-9516a1fe5f95,limited-sensors,FALSE,115,34,2,2,83,2.9.1-WASH-May2020,"iPhone11,8"
463bddc0-bcca-4a0e-a736-b04f75ef1d79,intermittent,FALSE,31,8661,463,458,79,1.7.6,SM-N960U
2726d395-9375-41b5-ba2a-447a202dfe34,limited-sensors,FALSE,125,34,4,4,80,2.9.1-WASH-May2020,"iPhone11,8"
7dce6208-9af3-4e4e-9827-ee7751721d41,few sensors,FALSE,9,1,0,0,12,2.9.1-WASH-May2020,"iPhone11,8"
1609d11c-20ad-4dd2-9768-d622159f7bb5,intermittent,FALSE,94,464,60,57,81,2.9.1-WASH-May2020,"iPhone12,1"
0a33ef23-cf16-43f2-8a92-653048ceebb8,limited-surveys,FALSE,8,1114,54,53,13,1.7.6,SM-G965U
edbddc23-9122-4c7d-bb8a-77a6e0ec586f,sparse,TRUE,0,1919,68,74,18,1.7.6,508a72acf191d8ef
8fdf3a99-5af2-48a7-ac15-31f213a63adc,sparse,TRUE,0,179,0,0,18,1.7.6,5e77b3f8d323b6ce
37b0d5e9-2f42-44b4-934e-a9721c1649c4,sparse,TRUE,0,71,3,5,98,mSense 1.8.1-WASH-July2020,5e77b3f8d323b6ce
0bdde2b5-76b3-4def-b5a0-6fdb6544a268,sparse,FALSE,1,41,6,4,1,2.9.1-WASH-May2020,"iPhone10,6"
5e9f879e-0239-456f-b60e-c792e25fd8b4,active,FALSE,151,1710,186,185,85,2.9.1-WASH-May2020,"iPhone9,1"
2bd85bae-46af-4eaf-9b1d-da8aedd6f167,limited-sensors,FALSE,21,160,0,27,58,1.7.6,Coolpad 3310A
27cc2aa1-7883-49e6-a35a-e5d16bbc03ae,intermittent,FALSE,159,570,79,74,84,2.9.1-WASH-May2020,"iPhone10,1"
0c466acc-d998-4ed1-84e4-6f0940e59c80,limited-sensors,FALSE,159,74,9,8,85,2.9.1-WASH-May2020,"iPhone10,1"
c802abd9-f0a0-4d4a-980e-3c298d76429a,limited-sensors,FALSE,152,198,23,21,83,2.9.1-WASH-May2020,"iPhone11,8"
ea5f686f-2f07-41b6-829d-c77be9f89a30,limited-sensors,FALSE,129,76,6,7,84,2.9.1-WASH-May2020,"iPhone9,1"
69df6fc7-2657-42f6-b721-8d1e0cd83feb,sparse,TRUE,3,292,22,20,2,1.7.6,508a72acf191d8ef
33a939f9-0d90-43b8-a8da-41b4a04a1349,sparse,TRUE,3,380,28,28,2,1.7.6,5e77b3f8d323b6ce
de0d42d5-fbe4-4ba9-b772-5d11080b8b20,sparse,TRUE,1,398,27,30,2,1.7.6,6c64f544b4b594ad
875274de-14f1-4d22-b9c0-7a48e060db1e,sparse,TRUE,1,302,21,23,2,1.7.6,7a5236909647728c
bfca3e97-dcaa-4e87-bbd0-7c4add723748,sparse,TRUE,1,253,18,19,1,1.7.6,bff47d0bfe20c7e7
f5658510-3651-4e32-a81b-f45306d71173,sparse,TRUE,1,364,27,25,1,1.7.6,cde1be57dfb2a5c6
cf2f9434-0146-4075-b552-974733eaadb3,sparse,TRUE,1,249,16,17,1,1.7.6,e9bc40efa2d66184
e55c1851-105c-471f-85fc-df053acf2826,sparse,TRUE,2,143,10,9,2,1.7.6,138404d3478bfb21
dd9ba6db-afc5-4d1e-aa8f-16a52b1094e6,active,FALSE,130,2993,349,347,85,2.9.1-WASH-May2020,"iPhone9,2"
c0ef6d59-a02d-4526-83a2-e11c025e9557,sparse,TRUE,1,32,0,0,9,1.7.6,ef0da999c694c7d6
a1bb9400-8daa-4c4c-b67e-ee73f2138f8d,sparse,FALSE,0,209,7,12,2,1.7.6,Mi 9T
d027cbae-ba6b-4b89-8e0a-161e112c6a55,sparse,TRUE,1,40,0,1,9,1.7.6,e120684de502e9f7
6efc2ba4-c7f8-4319-a6cf-6642ffab16c5,sparse,FALSE,1,103,2,5,2,1.7.6,Mi 9T
d3156bbf-f05c-4f1e-9e37-20bf0701676c,sparse,TRUE,0,26,1,1,9,1.7.6,f258199160a9d911
89320c95-52d9-4300-bd0a-d23bbb88f743,limited-surveys,FALSE,2,307,10,11,3,1.7.6,Mi 9T
a670e145-63b1-4d49-a1d9-8786f8d49e62,sparse,FALSE,0,24,1,1,9,1.7.6,455add423bb6f0
8a35a595-f64a-40b4-8046-812e157c0f39,sparse,FALSE,1,393,14,17,3,1.7.6,Mi 9T
6fed1d29-499d-43ec-85f4-18cb7d8694a1,limited-sensors,FALSE,115,98,13,12,83,2.9.1-WASH-May2020,"iPhone10,5"
4cf44f75-b729-4868-b8d6-7df96ac339da,sparse,TRUE,0,160,4,8,2,1.7.6,7d9ca688305c83c7
96504ba6-236e-426a-9107-b75733c2daf7,sparse,TRUE,0,142,3,5,2,1.7.6,61c223f06d38c809
2b360a79-69ac-412d-9760-17431a82b029,sparse,TRUE,0,315,19,6,2,1.7.6,53d4e2a48ba6ea2a
b8945cac-592f-46c7-ad61-e80a2e26cfae,sparse,TRUE,0,303,19,6,2,1.7.6,45e7a158aa150c4b
90259464-847d-42cb-9f67-b6844c259b26,sparse,TRUE,0,31,0,1,2,1.7.6,2171461f291dd900
4c79dae7-a4aa-4275-8735-f0c598be1eaa,few sensors,FALSE,5,2,0,0,6,2.9.1-WASH-May2020,"iPhone7,2"
c6f8187d-bd20-40e6-bf60-cf7ce5afa3de,committed,FALSE,127,32319,1477,1470,85,1.7.6,SM-G970U1
b2ba34b1-a6fe-4594-9cd3-eb3fb1e7f955,sparse,FALSE,1,285,12,12,1,1.7.6,SM-A505F
4bce05fb-acec-42a3-9d36-2c3c5a945a92,sparse,FALSE,1,81,3,2,2,1.7.6,SM-A505F
b7158651-5796-441d-9282-5e3c85c91244,sparse,FALSE,1,127,5,5,2,1.7.6,SM-A505F
0e5ee27a-aca5-44b0-a5df-5d0d2d25ec0e,limited-surveys,FALSE,155,319,34,33,83,2.9.1-WASH-May2020,"iPhone11,6"
e079fdae-37d2-4a99-9966-bcf7761e158e,limited-sensors,FALSE,55,18,4,2,39,2.9.1-WASH-May2020,"iPhone12,1"
c5d3ed41-5438-43a5-934d-155e0f0badd5,sparse,FALSE,1,246,10,10,2,1.7.6,SM-A505F
93d5a0d5-3021-4d86-9071-5416425d4738,sparse,FALSE,1,88,4,1,2,1.7.6,SM-A505F
b4eca9d2-e446-4560-af6c-37ff8b6aa1e4,sparse,FALSE,2,419,19,17,2,1.7.6,SM-A505F
6e73201c-39e5-4331-aa95-a9cea20adc35,sparse,TRUE,0,219,0,36,8,1.7.6,5e77b3f8d323b6ce
823ac399-5ded-443b-bd8c-bde8f955ccc5,sparse,FALSE,1,102,4,4,2,1.7.6,SM-A505F
4fae6521-b4e6-4458-9baf-21179d3a96a3,sparse,FALSE,1,102,4,4,2,1.7.6,SM-A505F
d0971f6c-f7c8-4ffb-a9bf-a007f006b4f8,limited-surveys,FALSE,117,278,29,30,81,2.9.1-WASH-May2020,"iPhone11,8"
49df311b-01ac-47e8-b8d1-348ae9876bcb,limited-sensors,FALSE,42,22,2,3,27,2.9.1-WASH-May2020,"iPhone11,2"
d16fb1cf-f529-40ec-85ea-80409a78ed76,active,FALSE,49,7562,518,495,89,1.7.6,SM-G970U
0b8ee076-e0d0-4bac-aa2c-f78ed8363862,committed,FALSE,86,13656,626,644,88,1.7.6,SAM-SM-G935A
3c8a1272-8049-4c5e-b98f-86e3c73a32cc,limited-surveys,FALSE,129,200,21,21,83,2.9.1-WASH-May2020,"iPhone10,1"
69f7b90a-84e6-40b5-bfe7-05053c0f99b9,limited-sensors,FALSE,105,74,9,8,83,2.9.1-WASH-May2020,"iPhone10,6"
433c2fe1-3eee-461f-96d2-f7ae688b8caf,limited-surveys,FALSE,4,1904,0,367,40,1.7.6,K88
5507c3e8-7bf4-4bee-9bf2-a4edbc62a7bc,active,FALSE,60,1298,184,188,83,2.9.1-WASH-May2020,"iPhone11,6"
786cbb22-bd8a-4180-85ea-61c9420ae5a8,limited-sensors,FALSE,81,50,3,5,83,2.9.1-WASH-May2020,"iPhone11,8"
ab98553b-8091-4958-b6ff-7a7525b36bf9,sparse,FALSE,1,202,10,10,0,1.7.6,SM-A505F
365b7186-48d8-4cf8-a265-e193401c8231,sparse,TRUE,0,91,2,3,1,1.7.6,1f6a4d6c9f7483e9
9dc1eaa5-f2fd-4ecf-ab0a-11dc5d273232,sparse,TRUE,0,96,3,4,1,1.7.6,117d0c20bde2a60a
b9d706c0-e748-4f99-9b22-5345f888b090,sparse,FALSE,0,88,3,4,1,1.7.6,38fcad4dc50c82b
3c8ddcf5-5fce-4718-880c-0a7f0136df5b,sparse,TRUE,0,13,0,1,1,1.7.6,f5a28988fabeea4c
3898981b-8d06-4279-aac2-89b763a83df9,sparse,TRUE,0,117,4,4,1,1.7.6,e7b5483d192d0c6d
44147364-da15-4e32-b505-75c3ed83aadb,sparse,TRUE,0,38,2,2,1,1.7.6,d9c806f1379b2e8e
d693c340-f355-48de-8c57-2adac639acdc,sparse,TRUE,1,121,4,5,1,1.7.6,90db507e35acc7f8
0c36dfaf-353b-4ddd-b0f6-d99e8e431fc3,sparse,TRUE,1,121,4,5,1,1.7.6,acb5d315f8d083b6
ec6b12a8-2bd8-4b43-99b8-5bf15c95dd83,sparse,TRUE,1,118,3,5,1,1.7.6,ed06b0e73ceb72bf
8839dafb-5c86-4af6-824a-7cbd75416e92,sparse,TRUE,1,97,3,4,1,1.7.6,df196f9b5b5994e0
8857f948-369d-43a4-b78d-6cb2b8218594,sparse,FALSE,1,379,21,22,1,1.7.6,SM-A505F
e5691cb8-0718-4ca8-997d-9314d02fb95c,sparse,FALSE,1,352,20,19,1,1.7.6,SM-A505F
8e15cfbd-6458-4a9c-9246-2db2978aa596,sparse,FALSE,1,125,6,6,0,1.7.6,SM-A505F
7239e03a-ca82-47bb-8c03-c29e7351f6b9,active,FALSE,114,2040,235,243,80,2.9.1-WASH-May2020,"iPhone9,1"
